Study_Hours,Attendance,Sleep_Hours,Internet_Use_Hrs,Grade
8.3,70,8.3,1.0,B
7.0,57,6.6,1.9,B
10.0,76,8.7,4.5,B
5.8,89,6.7,3.4,B
5.9,64,8.7,3.1,B
5.8,98,6.8,4.0,B
1.8,69,4.3,2.4,C
8.8,90,6.6,2.7,A
0.9,90,4.4,2.2,C
7.3,100,7.5,3.5,A
3.4,53,7.9,0.1,C
8.8,75,4.9,4.8,B
3.1,57,4.8,1.2,C
5.2,51,4.1,1.1,B
6.1,95,7.7,2.5,B
7.7,62,5.2,0.1,B
2.6,58,7.4,0.2,C
3.5,76,6.8,0.1,C
1.6,88,5.0,0.1,C
1.2,62,5.4,3.5,C
7.3,88,5.0,4.6,A
9.7,55,6.8,2.4,B
2.2,81,4.4,3.2,C
4.4,80,6.7,2.9,C
8.8,76,6.1,2.1,B
0.0,63,4.7,3.5,C
5.1,90,6.8,0.7,B
9.1,60,8.6,2.8,B
1.4,94,5.7,1.2,C
4.4,81,6.3,3.2,C
0.6,69,7.5,3.9,C
6.6,87,8.0,0.2,B
9.5,62,4.9,3.0,B
1.9,81,6.9,1.0,C
1.0,54,8.6,2.2,C
5.2,83,5.6,2.4,B
1.3,55,7.3,0.7,C
2.5,88,7.3,2.8,C
7.3,59,8.0,4.2,B
3.8,73,4.6,4.5,C
5.3,54,7.8,0.2,B
0.9,76,5.6,3.6,C
3.5,90,8.1,0.9,C
5.1,86,4.3,0.2,B
3.6,56,7.9,0.7,C
7.3,58,7.8,3.0,B
5.9,55,6.2,4.6,B
7.6,92,6.1,3.0,A
9.8,85,4.5,2.8,A
3.9,77,8.1,4.2,C
4.6,68,5.9,4.2,C
9.7,57,5.6,4.3,B
0.7,85,8.6,0.5,C
6.5,60,8.0,3.3,B
5.4,67,7.8,5.0,B
1.1,56,8.6,3.1,C
9.2,95,6.1,2.8,A
9.8,63,7.6,1.1,B
6.6,54,8.6,4.2,B
0.3,53,7.4,2.6,C
5.0,55,6.7,2.5,C
4.9,74,6.3,4.1,C
2.3,95,4.4,4.6,C
6.8,51,6.0,4.2,B
9.4,53,5.6,2.3,B
2.2,71,5.8,1.7,C
8.5,92,4.2,1.5,A
7.4,71,8.9,4.0,B
3.8,62,5.4,3.3,C
4.1,72,6.9,3.7,C
7.8,52,5.3,4.6,B
7.7,81,7.7,4.3,A
9.7,66,8.1,3.7,B
3.8,52,8.8,3.0,C
1.2,57,7.0,1.0,C
0.9,67,5.7,0.1,C
7.7,65,8.3,2.8,B
6.5,74,5.6,3.9,B
4.1,59,8.1,2.9,C
2.1,88,5.7,3.3,C
2.5,53,8.9,1.3,C
2.6,82,5.0,0.2,C
6.8,88,8.3,0.9,B
4.9,71,8.9,0.1,C
8.1,97,8.0,4.6,A
3.8,54,5.4,1.0,C
7.8,93,7.8,1.5,A
3.6,91,6.2,2.6,C
5.7,93,8.9,4.6,B
5.9,91,6.2,2.5,B
3.7,99,8.4,1.7,C
2.3,70,6.7,1.1,C
2.8,55,8.5,1.8,C
4.6,91,8.5,3.2,C
6.9,53,7.5,2.3,B
9.7,57,4.6,1.3,B
5.7,57,8.2,4.8,B
7.9,56,5.5,1.5,B
6.1,86,5.6,4.0,B
6.8,53,6.8,4.1,B
2.1,99,5.6,0.7,C
8.3,91,4.2,3.1,A
5.4,75,6.2,0.2,B
8.3,94,6.3,0.6,A
6.9,61,8.4,0.7,B
8.8,85,9.0,0.5,A
3.8,92,8.5,1.6,C
2.4,100,8.5,4.1,C
8.1,85,6.7,2.4,A
6.5,61,8.3,4.5,B
2.8,80,8.6,4.2,C
9.5,91,7.5,4.0,A
5.5,60,6.9,1.3,B
0.7,86,4.0,0.4,C
7.3,87,5.9,2.3,A
0.7,68,8.6,2.9,C
5.8,54,7.1,0.9,B
1.6,64,7.1,0.9,C
7.0,76,4.6,4.7,B
1.3,96,5.3,3.6,C
5.9,65,4.4,3.8,B
6.4,84,7.9,0.3,B
5.9,90,7.9,1.6,B
4.0,80,6.6,1.3,C
1.4,73,7.9,1.1,C
6.8,87,4.9,4.4,B
10.0,72,6.7,4.6,B
8.5,87,6.0,0.6,A
6.7,63,8.8,1.6,B
2.4,69,8.5,1.3,C
2.1,71,6.2,3.5,C
5.3,97,8.3,4.5,B
9.9,93,7.2,4.3,A
6.9,89,6.2,3.3,B
4.5,61,6.8,3.6,C
3.1,96,6.3,3.8,C
1.4,97,8.5,2.4,C
6.2,80,8.9,3.4,B
0.8,57,5.2,2.3,C
5.0,91,5.8,2.5,C
9.2,62,8.8,2.3,B
7.8,55,4.8,4.8,B
6.7,81,7.8,3.8,B
9.3,60,6.7,2.8,B
8.8,78,5.5,2.5,B
8.9,57,5.7,3.7,B
0.8,61,8.2,0.3,C
6.0,56,8.2,2.1,B
6.0,70,8.1,3.1,B
8.5,55,8.3,1.1,B
3.8,57,8.3,3.1,C
4.6,89,4.5,1.9,C
3.4,94,4.2,1.6,C
2.4,94,7.4,3.4,C
8.3,81,6.8,0.5,A
2.5,100,5.3,2.9,C
5.6,59,7.6,0.6,B
3.5,58,6.3,4.6,C
7.9,91,5.6,3.3,A
2.0,58,4.1,0.8,C
5.7,78,8.0,3.4,B
1.7,84,5.5,4.0,C
3.1,63,7.1,2.6,C
5.6,74,8.8,0.0,B
3.1,70,8.0,1.7,C
4.1,99,6.6,4.8,C
1.7,82,4.8,3.2,C
9.5,77,6.5,3.7,B
2.6,85,5.3,4.7,C
2.1,91,8.2,1.0,C
6.1,66,7.6,2.4,B
1.6,98,4.4,3.9,C
3.7,73,5.4,1.3,C
6.5,94,5.5,2.8,B
1.6,71,6.4,4.7,C
0.8,54,4.7,4.3,C
3.2,67,7.7,0.0,C
7.2,63,8.2,3.4,B
3.0,94,6.1,1.5,C
9.6,96,4.2,1.0,A
5.5,90,8.5,2.8,B
0.5,97,4.0,2.3,C
7.2,90,4.2,0.8,A
6.8,65,5.0,3.2,B
1.2,51,4.1,1.7,C
1.6,92,8.4,4.0,C
5.1,90,7.6,3.4,B
3.5,87,7.0,1.6,C
9.6,100,9.0,1.1,A
9.7,84,4.6,4.6,A
5.1,69,4.5,2.2,B
7.3,60,5.6,0.2,B
0.1,66,7.8,3.9,C
4.5,58,5.0,4.5,C
2.9,91,4.4,4.0,C
7.0,62,7.7,4.8,B
0.2,69,7.2,4.0,C
7.6,88,5.0,0.5,A
2.2,71,7.6,2.3,C
4.1,89,5.7,1.0,C
7.0,92,4.9,4.3,B
0.0,60,8.6,3.2,C
5.1,96,6.1,0.7,B
8.9,65,7.2,1.6,B
3.0,52,4.9,1.8,C
2.4,53,7.3,0.8,C
1.6,84,8.6,4.0,C
9.1,100,5.4,4.8,A
4.6,78,4.2,1.1,C
9.9,51,8.2,3.6,B
2.3,93,4.3,2.4,C
1.3,73,7.7,0.4,C
9.4,66,8.2,2.8,B
1.5,68,4.4,2.4,C
1.8,94,4.7,3.6,C
2.6,96,7.9,1.1,C
1.8,78,8.1,2.0,C
4.4,56,5.9,4.3,C
7.0,53,4.5,4.2,B
2.9,90,4.6,0.1,C
6.0,62,4.9,1.8,B
5.1,71,8.3,0.1,B
7.6,89,6.4,0.7,A
9.9,98,5.9,2.7,A
8.1,78,6.1,4.8,B
8.1,56,7.6,0.6,B
4.1,100,6.4,3.6,C
2.2,58,8.7,2.6,C
7.0,85,8.4,0.3,B
3.3,76,7.2,3.9,C
3.1,99,8.8,4.6,C
1.7,98,8.9,4.2,C
0.5,88,8.0,2.5,C
2.5,73,7.1,4.6,C
5.4,66,4.9,1.6,B
2.2,99,8.3,4.5,C
5.6,58,5.3,1.3,B
7.1,86,6.5,2.3,A
7.0,82,4.6,1.7,B
1.9,93,4.2,3.7,C
9.5,65,5.4,2.9,B
9.1,89,6.4,2.5,A
1.5,53,6.6,2.6,C
1.0,71,4.7,3.0,C
9.1,100,5.2,4.0,A
7.7,90,4.7,1.0,A
0.6,70,5.1,2.3,C
2.7,97,4.2,3.1,C
0.2,94,8.8,0.0,C
5.5,69,5.8,1.0,B
5.5,96,5.5,3.4,B
4.0,53,5.2,2.2,C
1.8,74,5.7,4.2,C
9.9,69,7.5,3.2,B
5.4,78,8.7,0.1,B
5.7,50,6.4,0.9,B
7.2,69,7.2,3.6,B
0.7,55,4.8,3.6,C
4.1,70,5.3,1.5,C
4.9,82,4.7,4.7,C
1.8,51,6.0,3.7,C
4.5,52,8.5,4.4,C
2.5,93,7.1,4.5,C
6.7,50,4.9,0.4,B
1.0,82,4.6,3.0,C
6.9,55,6.6,0.5,B
1.8,73,5.7,1.7,C
4.7,58,5.1,4.8,C
7.9,56,4.8,0.1,B
6.3,96,6.8,3.6,B
5.9,52,7.6,1.8,B
8.5,73,6.1,2.8,B
2.4,68,4.3,3.3,C
4.2,91,4.5,2.9,C
4.7,55,5.5,4.3,C
8.7,92,7.0,1.8,A
3.5,59,7.1,4.9,C
6.9,54,5.1,4.2,B
4.8,76,6.8,1.3,C
7.2,94,5.9,0.5,A
0.9,67,7.0,4.4,C
9.4,64,7.7,0.9,B
7.4,82,8.2,3.3,A
5.3,94,4.1,0.9,B
9.9,70,5.1,5.0,B
4.0,55,4.3,3.3,C
0.4,57,4.8,2.0,C
7.5,89,6.6,4.4,A
7.5,58,4.6,0.1,B
9.0,78,8.0,0.3,B
2.2,66,7.0,5.0,C
7.7,87,6.8,2.9,A
0.3,57,6.7,3.4,C
2.0,85,4.6,0.4,C
6.8,63,5.4,2.4,B
1.6,56,7.5,0.9,C
7.9,51,5.2,0.4,B
0.5,63,5.8,2.9,C
4.9,91,8.4,2.3,C
7.3,98,4.9,1.2,A
5.3,51,8.1,3.7,B
2.3,65,6.8,2.5,C
6.5,95,8.7,2.7,B
1.8,73,4.4,2.9,C
5.8,54,4.2,2.5,B
4.1,100,5.4,3.7,C
1.8,59,5.7,3.4,C
9.7,56,6.0,1.9,B
3.1,79,7.6,2.1,C
6.1,87,4.1,1.7,B
9.4,92,5.2,0.6,A
9.4,62,5.2,4.3,B
0.9,62,7.3,3.7,C
5.5,59,6.1,1.2,B
5.5,93,6.6,1.7,B
9.5,57,4.4,4.4,B
6.6,61,6.3,0.0,B
9.1,88,7.2,4.8,A
4.3,99,7.3,4.8,C
1.0,62,6.1,3.2,C
6.6,63,7.6,2.9,B
8.4,51,8.1,3.8,B
3.6,93,4.5,3.1,C
0.0,84,5.8,0.4,C
5.8,50,5.3,3.0,B
9.4,52,5.7,4.2,B
2.1,64,6.8,3.3,C
4.7,56,9.0,1.4,C
7.3,98,7.6,2.5,A
5.9,54,4.1,3.2,B
5.7,71,6.3,3.2,B
0.7,85,5.6,0.9,C
2.2,66,4.1,4.9,C
0.1,89,8.6,4.1,C
1.1,62,6.0,0.7,C
5.5,77,6.3,1.0,B
7.0,64,4.5,1.0,B
2.3,73,7.9,4.0,C
5.1,50,6.9,2.5,B
6.6,73,8.2,1.3,B
5.7,93,5.5,2.7,B
8.6,87,5.7,2.5,A
5.2,96,7.5,3.9,B
7.9,88,4.7,1.0,A
0.6,96,4.2,3.0,C
8.4,58,8.2,0.4,B
7.8,78,8.4,2.9,B
7.6,71,6.9,4.2,B
8.1,59,4.8,2.6,B
6.2,63,7.0,3.9,B
1.2,58,6.9,0.7,C
1.3,57,4.7,0.1,C
4.5,83,8.8,2.2,C
1.3,68,6.2,3.2,C
2.9,82,7.5,1.8,C
1.1,86,4.9,1.5,C
7.0,51,8.4,0.8,B
7.3,88,4.2,3.3,A
8.4,51,5.1,0.1,B
3.0,57,7.7,4.7,C
2.8,77,6.0,1.5,C
4.7,67,8.5,2.5,C
1.6,93,4.7,0.7,C
3.8,93,6.5,0.9,C
7.4,70,4.5,0.5,B
5.9,93,6.8,2.1,B
7.2,65,8.1,4.3,B
1.3,95,8.0,1.1,C
6.2,54,7.1,2.9,B
9.1,97,5.7,2.0,A
5.9,60,4.0,4.2,B
1.0,87,7.4,0.5,C
8.8,66,5.6,3.5,B
9.1,66,6.6,0.1,B
4.6,51,7.1,2.2,C
8.0,72,4.8,4.7,B
5.0,78,5.9,0.4,C
3.3,95,7.0,4.5,C
1.9,71,7.6,0.4,C
9.6,79,4.1,1.6,B
0.8,85,6.6,3.4,C
6.9,91,6.2,0.4,B
8.8,55,4.1,3.3,B
1.7,58,8.3,1.8,C
0.6,55,8.2,0.8,C
4.5,54,4.4,0.6,C
7.4,80,4.2,3.4,B
6.5,98,8.2,3.8,B
4.2,78,7.5,3.8,C
6.7,56,6.8,0.8,B
1.9,86,5.9,0.5,C
8.5,67,7.8,0.1,B
8.7,68,4.7,3.7,B
9.6,52,8.8,4.6,B
1.0,50,5.3,0.1,C
3.0,52,4.9,4.6,C
6.2,62,4.7,4.3,B
3.3,69,5.6,2.0,C
9.8,63,5.5,0.4,B
0.7,92,4.3,2.7,C
9.3,94,8.7,4.8,A
4.0,69,8.8,0.6,C
0.8,61,8.0,3.8,C
5.1,74,6.1,4.0,B
5.4,89,8.8,1.2,B
7.6,95,7.7,4.2,A
0.9,81,4.3,0.5,C
2.8,74,5.8,4.3,C
9.0,52,6.8,3.2,B
5.2,54,8.7,4.7,B
1.7,50,8.8,3.8,C
9.2,73,8.4,1.6,B
7.9,64,6.8,3.8,B
1.0,66,4.1,1.2,C
6.4,81,5.9,2.4,B
2.2,100,4.5,0.6,C
6.4,78,6.4,5.0,B
2.4,80,4.4,0.5,C
3.8,98,5.5,3.2,C
2.3,57,8.5,1.8,C
0.7,63,7.8,0.3,C
8.2,68,6.3,1.3,B
2.8,96,6.4,3.8,C
2.2,60,5.1,4.1,C
4.0,100,5.9,3.6,C
2.5,72,5.5,3.7,C
5.8,99,5.7,0.2,B
7.7,93,4.7,4.4,A
3.1,55,5.5,4.9,C
7.1,98,8.4,1.9,A
3.2,53,6.8,1.5,C
8.4,69,4.7,3.5,B
1.9,93,9.0,3.0,C
6.5,78,6.8,0.7,B
8.4,67,6.5,3.9,B
0.2,65,5.4,3.6,C
4.8,56,8.6,3.7,C
5.3,86,5.5,1.2,B
7.7,54,7.5,1.1,B
1.5,80,5.0,3.9,C
0.5,94,4.7,2.3,C
6.3,76,6.9,0.9,B
7.6,64,4.8,1.8,B
8.6,95,7.0,2.3,A
3.6,81,6.8,0.2,C
2.0,62,4.2,4.5,C
8.2,58,4.1,3.0,B
2.9,55,6.5,2.2,C
6.7,82,4.2,0.3,B
2.5,65,7.3,0.3,C
8.7,82,8.3,1.7,A
5.9,96,8.7,3.3,B
9.5,69,4.4,4.8,B
2.2,100,6.2,0.8,C
8.7,61,4.7,0.2,B
7.8,85,6.2,2.5,A
0.7,94,6.7,3.9,C
0.2,58,4.5,1.1,C
6.9,90,4.5,1.6,B
1.9,67,6.0,3.6,C
9.0,96,6.1,2.9,A
7.3,65,4.5,5.0,B
1.0,98,4.5,3.1,C
8.5,67,8.1,4.2,B
2.9,86,6.6,1.7,C
9.3,59,4.7,1.8,B
5.2,51,7.4,0.2,B
2.5,53,7.8,1.0,C
4.5,89,7.6,4.0,C
3.8,81,5.9,4.2,C
1.4,69,6.6,2.0,C
4.4,83,5.0,2.2,C
1.6,93,5.2,3.4,C
2.4,52,5.3,1.4,C
6.9,94,7.9,0.3,B
0.6,91,7.4,0.0,C
9.2,80,7.7,3.0,B
2.7,59,6.3,4.4,C
3.3,64,6.8,1.6,C
0.3,99,4.8,4.1,C
6.8,72,8.0,3.6,B
6.5,63,6.6,1.4,B
0.3,94,5.8,4.9,C
8.7,78,6.0,3.2,B
1.9,57,6.8,1.1,C
3.6,97,4.2,4.0,C
3.2,51,8.8,1.8,C
8.8,63,7.2,1.2,B
6.5,96,5.3,2.5,B
5.9,73,8.4,3.1,B
7.8,52,6.4,3.6,B
9.2,65,4.3,2.0,B
3.4,100,6.4,3.5,C
1.8,92,8.4,4.3,C
9.0,54,6.3,1.0,B
6.6,52,8.0,3.4,B
1.4,95,8.2,3.0,C
5.5,60,7.5,1.7,B
8.5,74,8.9,3.1,B
5.3,83,8.6,2.5,B
1.2,90,5.2,0.1,C
9.7,72,5.5,1.3,B
8.7,63,6.1,2.2,B
4.7,64,6.6,4.7,C
7.2,60,7.9,1.8,B
1.5,93,6.2,4.3,C
5.1,75,4.2,0.9,B
0.1,87,7.4,1.0,C
7.3,62,7.0,1.6,B
6.7,69,4.4,4.7,B
9.0,92,4.6,2.7,A
7.8,89,7.0,3.9,A
5.4,86,8.9,3.3,B
8.9,83,5.5,4.3,A
4.8,80,4.4,4.8,C
8.0,82,5.1,0.3,A
1.3,84,8.3,1.3,C
2.6,100,8.1,4.1,C
6.3,99,8.5,1.5,B
1.3,61,8.0,3.8,C
6.8,62,7.0,4.7,B
1.7,56,6.4,2.2,C
6.6,72,5.6,4.8,B
7.8,81,5.7,4.1,A
5.1,89,7.7,3.9,B
9.1,55,5.9,3.0,B
9.7,70,8.9,2.0,B
4.9,58,5.4,4.2,C
4.0,83,9.0,2.9,C
2.0,52,7.5,4.1,C
9.6,54,5.9,3.1,B
2.8,52,5.8,4.0,C
0.6,73,6.5,3.8,C
0.4,96,5.2,5.0,C
6.4,57,6.2,4.7,B
3.6,84,7.6,2.1,C
5.5,68,6.9,1.8,B
3.1,80,4.6,2.0,C
9.2,91,8.0,4.3,A
4.1,60,6.9,2.2,C
4.7,82,7.5,1.4,C
4.8,85,5.9,4.1,C
1.8,74,4.1,1.1,C
1.7,67,8.6,4.9,C
6.6,93,7.9,4.8,B
9.1,64,5.4,0.7,B
4.6,60,7.1,1.0,C
8.8,59,6.7,1.8,B
0.1,70,7.7,1.6,C
5.8,98,6.4,3.5,B
7.4,87,8.2,4.5,A
0.9,70,4.5,1.4,C
7.3,62,8.0,3.0,B
7.1,81,6.4,1.2,A
0.1,84,4.9,4.2,C
1.4,85,5.8,0.7,C
7.6,87,5.6,4.8,A
2.9,97,7.0,0.2,C
8.9,63,4.1,1.7,B
5.2,67,7.7,0.1,B
3.6,68,6.6,1.1,C
2.1,77,4.5,3.4,C
9.7,63,6.9,0.2,B
1.0,85,7.4,4.3,C
6.0,64,7.4,2.5,B
6.8,85,4.6,0.5,B
3.5,55,4.4,4.6,C
1.0,67,7.3,3.1,C
2.7,61,4.1,4.2,C
6.6,74,5.6,1.6,B
3.6,78,7.0,3.6,C
6.4,69,6.9,4.8,B
2.1,58,6.6,3.8,C
5.4,68,6.3,3.0,B
4.9,79,8.3,1.8,C
9.6,51,5.5,2.2,B
1.5,83,7.1,4.7,C
8.3,95,6.5,3.2,A
0.8,96,4.4,2.7,C
4.6,71,5.6,0.6,C
9.2,57,6.8,4.4,B
1.2,86,8.1,0.7,C
1.7,68,6.4,1.9,C
7.6,82,8.7,0.3,A
4.5,79,5.4,3.0,C
0.4,73,5.3,2.4,C
9.4,78,4.7,2.4,B
4.9,63,5.5,1.2,C
2.0,72,4.2,1.5,C
7.8,64,7.3,2.8,B
4.9,98,6.1,4.8,C
6.4,85,5.3,2.4,B
4.5,91,5.4,1.3,C
5.8,88,4.7,4.9,B
2.0,83,4.6,2.7,C
0.5,77,5.0,3.8,C
4.4,60,8.1,1.8,C
7.3,93,5.4,3.6,A
3.5,60,5.7,0.9,C
5.0,82,8.3,3.7,C
2.0,93,6.9,4.9,C
9.0,91,7.9,1.1,A
7.7,72,5.5,3.3,B
4.4,88,4.5,2.9,C
6.9,80,6.3,4.3,B
6.4,59,5.3,3.6,B
9.5,56,8.6,3.0,B
0.4,97,8.0,1.0,C
7.3,61,6.1,0.2,B
9.4,98,8.2,4.2,A
4.1,73,8.9,0.1,C
4.8,60,6.7,0.8,C
4.5,93,7.3,3.3,C
0.4,82,6.9,0.0,C
0.0,51,5.4,0.6,C
3.3,58,4.2,4.0,C
0.6,80,4.7,1.0,C
7.6,71,7.8,3.2,B
2.2,93,7.7,3.7,C
10.0,51,5.6,1.6,B
7.6,97,8.5,3.2,A
6.7,100,8.7,0.6,B
6.2,67,5.0,0.3,B
2.9,80,6.5,4.3,C
5.6,54,8.5,3.2,B
8.0,90,8.2,4.5,A
2.7,61,6.5,2.5,C
0.5,72,5.4,3.1,C
6.3,74,8.0,0.9,B
6.2,53,6.6,0.6,B
6.9,97,7.8,2.8,B
6.8,67,5.7,3.7,B
2.2,64,8.8,2.5,C
3.1,94,4.7,0.4,C
8.0,67,4.3,1.0,B
8.5,79,5.2,4.8,B
7.5,57,9.0,0.3,B
2.0,76,5.3,4.6,C
8.4,58,8.1,4.6,B
0.9,58,4.3,4.5,C
7.4,65,6.7,0.1,B
2.9,98,5.9,4.9,C
0.8,54,5.5,1.3,C
1.9,69,6.8,1.3,C
1.1,97,8.7,2.2,C
1.3,78,7.2,4.5,C
5.6,93,7.8,2.0,B
0.6,50,5.5,1.9,C
1.7,65,6.2,4.2,C
6.9,90,5.0,0.3,B
0.3,65,7.9,4.5,C
6.2,58,5.2,4.9,B
9.6,69,7.7,3.4,B
8.3,82,5.4,3.4,A
1.9,72,5.7,1.1,C
9.7,93,5.0,4.0,A
7.8,96,4.2,0.4,A
3.1,50,4.3,3.1,C
6.2,77,6.6,4.0,B
3.4,88,5.4,1.2,C
1.5,71,4.9,3.9,C
1.1,85,4.8,4.8,C
1.6,73,8.1,2.0,C
3.8,52,8.9,4.7,C
1.5,62,4.1,1.8,C
3.2,66,6.0,3.0,C
5.9,77,6.3,4.2,B
3.9,68,6.5,4.2,C
8.7,74,5.6,4.3,B
4.6,99,7.4,3.9,C
4.7,91,4.5,3.9,C
1.2,56,7.6,3.9,C
1.1,80,5.0,4.6,C
5.3,73,8.9,2.0,B
8.2,91,7.3,0.3,A
1.1,54,8.8,1.2,C
6.9,52,7.2,0.3,B
2.2,93,8.0,0.7,C
2.0,64,4.9,4.9,C
0.8,91,7.8,2.1,C
3.7,84,5.9,3.0,C
1.6,57,6.5,0.8,C
9.1,88,8.1,4.9,A
5.1,60,6.9,0.5,B
8.3,88,5.6,2.6,A
7.9,50,6.0,0.9,B
0.2,98,4.0,2.7,C
0.6,65,8.5,0.1,C
1.9,63,6.4,2.4,C
6.2,71,6.7,2.8,B
7.3,94,7.3,1.4,A
5.4,68,8.8,4.5,B
5.7,67,5.0,2.7,B
7.9,85,5.7,4.3,A
9.7,82,4.3,3.3,A
4.0,90,8.3,0.0,C
1.7,85,4.1,4.2,C
9.3,96,5.4,1.1,A
3.0,88,5.3,3.0,C
2.9,67,8.2,0.1,C
3.1,96,8.0,0.3,C
5.5,76,5.7,2.5,B
7.4,61,8.6,4.2,B
1.4,90,6.8,2.6,C
3.4,68,9.0,1.3,C
4.0,53,5.3,2.5,C
5.2,53,5.9,1.1,B
5.1,82,6.1,2.6,B
0.6,85,7.6,1.7,C
9.4,65,8.8,2.9,B
9.1,100,7.0,3.1,A
7.5,82,5.7,0.1,A
2.9,75,5.0,1.6,C
5.2,83,8.2,1.9,B
4.3,85,8.7,2.9,C
5.6,74,5.3,4.5,B
4.9,71,8.7,2.7,C
7.4,78,8.3,0.0,B
3.9,58,8.4,3.2,C
2.7,82,6.8,0.6,C
4.5,50,4.7,4.7,C
7.1,63,4.3,0.4,B
5.3,56,7.5,2.0,B
5.7,78,4.8,4.8,B
5.0,66,7.5,2.9,C
2.9,99,5.6,0.5,C
1.6,64,4.1,3.3,C
7.9,97,6.9,5.0,A
2.0,73,9.0,0.7,C
1.0,73,8.7,2.6,C
3.3,87,5.4,4.2,C
4.4,84,6.6,2.2,C
9.0,52,6.5,4.5,B
0.2,83,5.2,4.4,C
3.6,82,6.3,1.7,C
5.0,60,5.0,3.8,C
7.8,65,5.1,2.6,B
9.4,53,5.4,0.4,B
0.1,87,4.5,4.7,C
4.1,95,7.8,3.4,C
9.6,80,6.8,3.5,B
2.9,55,7.1,4.9,C
2.7,74,5.1,2.1,C
3.1,74,7.2,4.4,C
9.4,81,5.3,3.9,A
5.3,54,4.8,3.6,B
4.0,60,8.1,2.6,C
0.4,81,7.6,1.0,C
7.1,80,5.3,2.5,B
1.2,55,4.7,3.0,C
6.3,76,4.8,4.4,B
9.3,87,7.0,1.6,A
9.5,92,7.5,2.6,A
2.4,56,5.7,4.9,C
8.6,75,4.3,2.3,B
8.8,87,5.3,1.1,A
0.8,84,5.4,2.4,C
2.6,83,7.2,2.8,C
9.0,65,5.2,1.7,B
1.7,74,7.3,2.1,C
1.4,57,7.9,3.5,C
0.2,100,7.8,1.3,C
4.1,99,7.4,4.8,C
3.1,87,8.8,2.9,C
5.4,71,4.5,0.7,B
8.2,78,6.0,0.2,B
2.6,52,4.9,4.9,C
6.8,88,9.0,2.1,B
6.3,69,5.7,2.1,B
8.0,63,8.1,1.0,B
2.3,86,6.0,2.8,C
9.0,72,8.2,4.1,B
6.2,91,6.2,0.9,B
8.3,92,6.0,3.5,A
6.1,83,6.2,1.4,B
5.3,90,5.2,1.7,B
9.0,61,7.9,0.2,B
0.6,66,6.4,0.1,C
1.2,81,7.4,3.5,C
4.1,51,8.8,2.6,C
2.5,100,8.3,1.7,C
1.4,73,7.4,2.4,C
9.1,70,6.6,1.6,B
9.4,90,4.6,4.5,A
5.3,70,4.6,0.5,B
7.8,53,6.3,1.2,B
6.3,75,6.4,0.7,B
0.5,90,8.5,4.5,C
0.5,96,8.7,3.7,C
0.1,63,6.4,1.6,C
7.7,86,5.8,2.7,A
3.3,82,6.1,3.9,C
6.5,65,5.0,3.3,B
6.9,59,7.0,2.4,B
4.1,70,6.0,3.6,C
2.0,61,7.4,4.5,C
4.2,74,5.4,3.1,C
6.4,54,8.4,2.5,B
5.4,67,8.5,1.1,B
4.1,63,6.8,3.2,C
6.4,94,4.6,4.7,B
7.6,73,4.6,4.1,B
9.1,61,6.0,0.1,B
5.1,97,5.0,2.2,B
6.3,93,8.9,4.0,B
1.5,94,5.9,1.4,C
6.9,91,5.9,2.4,B
3.2,92,4.8,3.8,C
1.8,70,4.7,3.9,C
2.3,64,8.0,4.8,C
2.2,83,4.3,1.3,C
6.7,55,6.6,1.7,B
6.5,84,4.1,4.1,B
4.1,74,5.1,1.7,C
9.3,77,4.2,2.0,B
6.7,78,7.9,5.0,B
8.4,76,4.6,1.1,B
9.3,72,6.2,3.1,B
2.2,79,5.2,2.0,C
2.9,59,7.9,3.6,C
1.7,55,5.3,4.7,C
8.8,67,8.0,3.4,B
5.3,98,7.9,3.3,B
6.9,76,8.7,2.2,B
0.1,89,4.0,3.3,C
0.4,99,6.1,0.8,C
0.0,50,8.2,3.5,C
5.5,73,7.2,2.0,B
5.3,92,5.8,2.0,B
4.9,71,7.6,4.7,C
9.3,72,5.0,4.8,B
8.3,90,6.3,3.6,A
2.4,85,8.9,3.5,C
5.1,86,6.9,4.8,B
1.6,91,6.5,0.9,C
0.4,76,7.1,3.5,C
1.7,57,4.6,0.6,C
1.9,97,8.1,1.9,C
3.1,53,6.7,4.0,C
7.7,62,8.8,0.8,B
3.6,82,7.3,1.2,C
3.0,93,4.2,2.2,C
5.3,80,6.8,2.2,B
8.8,89,4.3,3.2,A
7.2,91,7.5,0.7,A
0.2,63,6.1,1.7,C
8.1,68,8.5,3.1,B
6.8,79,6.6,1.8,B
0.9,100,5.2,4.7,C
8.1,100,7.6,3.3,A
1.8,91,8.2,1.0,C
6.0,81,8.1,2.6,B
7.2,72,6.1,2.0,B
6.2,61,7.9,3.2,B
8.5,62,7.4,1.6,B
3.1,63,4.1,4.0,C
2.8,76,7.2,1.6,C
2.5,64,6.9,5.0,C
9.6,96,8.9,1.8,A
4.4,97,8.0,0.5,C
2.2,54,4.9,3.8,C
1.2,54,4.7,4.0,C
9.9,92,5.2,1.2,A
1.7,92,4.8,1.7,C
9.7,65,8.1,0.4,B
0.7,96,5.9,2.7,C
8.7,92,7.4,0.4,A
3.1,99,5.3,3.1,C
5.4,53,8.3,1.8,B
0.1,58,6.5,4.0,C
2.1,79,8.7,1.1,C
5.2,80,8.7,0.1,B
